Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,acc_ma_x,acc_ma_y,acc_ma_z,acc_diff_x,acc_diff_y,acc_diff_z,Unnamed: 17
1018831,-9.296448,2.163189,2.584341,1.61,-2.31,-1.75,-52.632668,47.040512,54.39188,10.24,-9.296448,2.163189,2.584341,-9.296448,2.163189,2.584341,
1018846,-9.365842,2.160796,2.531697,1.4,-2.03,-1.61,-53.328537,45.81023,52.496223,10.26,-9.331145,2.1619925,2.558019,-0.0693940000000008,-0.002393,-0.0526440000000003,
1018866,-9.39695,2.141653,2.507768,0.35,-1.89,-1.19,-54.261589,46.488503,51.641407,10.28,-9.381396,2.1512244999999997,2.5197325,-0.0311079999999996,-0.0191430000000001,-0.0239289999999998,
1018886,-9.375414,2.203868,2.517339,-0.7,-1.89,-1.12,-54.390419,48.90065,52.069866,10.3,-9.386182,2.1727605,2.5125535,0.0215360000000011,0.0622150000000001,0.0095710000000002,
1018906,-9.349092,2.177546,2.565197,-0.77,-1.82,-1.12,-53.265987,47.143532,53.993828,10.32,-9.362253,2.1907069999999997,2.541268,0.0263219999999986,-0.0263219999999999,0.0478579999999997,
1018921,-9.394557,2.141653,2.555626,-1.19,-1.82,-1.05,-54.703529,45.512672,52.3125,10.34,-9.3718245,2.1595994999999997,2.5604115,-0.045465,-0.0358930000000001,-0.0095709999999997,
1018941,-9.375414,2.189511,2.543661,-0.84,-2.17,-0.84,-53.498894,48.773205,54.003902,10.36,-9.3849855,2.1655819999999997,2.5496435,0.0191430000000014,0.0478580000000001,-0.011965,
1018961,-9.298841,2.19669,2.491017,-0.63,-2.31,-0.63,-56.028786,47.86586,52.878708,10.38,-9.3371275,2.1931005,2.517339,0.0765729999999997,0.0071789999999998,-0.0526440000000003,
1018981,-9.370628,2.19669,2.491017,-0.84,-2.59,-0.77,-55.090134,48.229122,52.376068,10.4,-9.3347345,2.19669,2.491017,-0.0717870000000004,0.0,0.0,
1018997,-9.332341,2.182332,2.529304,-1.05,-2.52,-0.91,-54.433697,47.851185,52.304676,10.42,-9.3514845,2.189511,2.5101605,0.0382870000000004,-0.0143579999999996,0.0382870000000004,
1019017,-9.401736,2.112938,2.526911,-0.98,-2.24,-0.84,-54.37368,51.06366,55.677456,10.44,-9.3670385,2.147635,2.5281075,-0.0693950000000001,-0.0693939999999999,-0.002393,
1019037,-9.325163,2.067473,2.514946,-0.63,-2.24,-0.91,-54.416176,46.534737,53.192684,10.46,-9.3634495,2.0902055,2.5209285,0.0765729999999997,-0.045465,-0.011965,
1019057,-9.358664,2.179939,2.479053,-0.42,-2.17,-0.91,-54.20639,45.179981,53.652054,10.48,-9.3419135,2.1237060000000003,2.4969995000000003,-0.0335009999999993,0.1124659999999999,-0.0358930000000001,
1019073,-9.399343,2.148831,2.471874,-1.19,-2.24,-0.84,-54.54248,47.067719,51.745964,10.5,-9.3790035,2.164385,2.4754635,-0.0406790000000008,-0.0311080000000001,-0.0071789999999998,
1019093,-9.406522,2.175153,2.512553,-1.4,-2.52,-0.91,-54.602413,47.894447,53.434963,10.52,-9.4029325,2.1619919999999997,2.4922135,-0.0071790000000007,0.0263219999999999,0.0406789999999999,
1019113,-9.39695,2.117724,2.529304,-1.12,-2.31,-0.91,-55.634399,48.071106,53.47319,10.54,-9.401736,2.1464385,2.5209285,0.0095720000000003,-0.0574289999999999,0.0167510000000001,
1019133,-9.401736,2.100973,2.428802,-0.7,-2.17,-0.91,-54.531765,47.909317,55.539913,10.56,-9.399343,2.1093485000000003,2.4790530000000004,-0.0047859999999992,-0.0167509999999997,-0.100502,
1019148,-9.329948,2.177546,2.464695,-0.7,-2.52,-0.98,-54.304432,45.71891,53.047318,10.58,-9.365842,2.1392595,2.4467485,0.0717879999999997,0.0765729999999997,0.0358929999999997,
1019168,-9.310805,2.141653,2.517339,-1.26,-2.59,-0.77,-54.316814,47.316223,53.470737,10.6,-9.3203765,2.1595994999999997,2.4910170000000003,0.0191429999999996,-0.0358930000000001,0.0526440000000003,
1019188,-9.432844,2.122509,2.495803,-1.05,-2.66,-0.7,-54.614902,44.97176,52.636581,10.62,-9.3718245,2.132081,2.506571,-0.1220389999999991,-0.0191439999999998,-0.0215360000000002,
1019208,-9.389771,2.151224,2.538876,0.0,-2.8,-0.77,-52.502083,46.228653,54.807835,10.64,-9.4113075,2.1368665,2.5173395000000003,0.0430729999999996,0.028715,0.0430730000000001,
1019223,-9.334735,2.175153,2.541268,0.49,-2.8,-0.7,-54.149414,45.952549,52.667137,10.66,-9.362253,2.1631885,2.5400720000000003,0.0550359999999994,0.0239289999999998,0.0023919999999999,
1019243,-9.358664,2.194297,2.514946,-0.63,-2.66,-0.63,-53.419689,48.230309,54.047321,10.68,-9.3466995,2.1847250000000003,2.5281070000000003,-0.0239289999999989,0.0191440000000002,-0.0263219999999999,
1019263,-9.315591,2.093795,2.474267,-0.98,-3.08,-0.42,-54.867538,45.556923,53.583118,10.7,-9.3371275,2.1440460000000003,2.4946065,0.0430729999999996,-0.100502,-0.0406789999999999,
1019283,-9.329948,2.132081,2.543661,-0.7,-3.08,-0.49,-55.439606,46.153629,51.16938,10.72,-9.3227695,2.112938,2.508964,-0.0143570000000003,0.0382859999999998,0.0693939999999999,
1019298,-9.353878,2.112938,2.555626,-0.77,-2.8,-0.49,-53.639786,48.542542,54.805073,10.74,-9.341913,2.1225095,2.5496435,-0.02393,-0.0191429999999996,0.011965,
1019318,-9.370628,2.093795,2.574769,-0.91,-2.87,0.0,-57.715004,50.781406,51.163857,10.76,-9.362253,2.1033665,2.5651975,-0.01675,-0.0191430000000001,0.0191429999999996,
1019338,-9.377807,2.141653,2.505375,-1.54,-2.59,0.35,-56.184238,47.352348,52.087791,10.78,-9.3742175,2.117724,2.540072,-0.0071790000000007,0.0478579999999997,-0.0693939999999999,
1019358,-9.406522,2.158403,2.467088,-1.33,-2.87,0.28,-55.991539,47.593918,52.83025,10.8,-9.3921645,2.150028,2.4862314999999997,-0.028715,0.01675,-0.0382869999999999,
1019374,-9.384986,2.184725,2.447945,-1.19,-3.01,0.21,-54.667492,48.440315,53.812534,10.82,-9.395754,2.171564,2.4575164999999997,0.0215360000000011,0.0263219999999999,-0.0191430000000001,
1019394,-9.411307,2.175153,2.502982,-0.91,-2.73,-0.07,-54.565598,47.342632,52.215412,10.84,-9.3981465,2.179939,2.4754635,-0.0263210000000011,-0.0095719999999999,0.055037,
1019414,-9.377807,2.275656,2.512553,-0.77,-2.87,-0.28,-55.54018,48.571728,52.439816,10.86,-9.394557,2.2254045,2.5077675,0.0335,0.1005030000000002,0.0095710000000002,
1019434,-9.341913,2.151224,2.577162,-1.61,-2.31,-0.42,-54.539978,44.707748,53.710766,10.88,-9.35986,2.2134400000000003,2.5448575,0.0358940000000007,-0.1244320000000001,0.0646089999999999,
1019449,-9.363449,2.146439,2.565197,-1.33,-2.1,-0.77,-54.170353,48.107624,55.152088,10.9,-9.352681,2.1488315,2.5711795,-0.0215359999999993,-0.004785,-0.011965,
1019469,-9.365842,2.132081,2.505375,-0.14,-2.52,-0.98,-52.995724,49.761921,55.157101,10.92,-9.3646455,2.13926,2.535286,-0.0023930000000014,-0.014358,-0.059822,
1019489,-9.329948,2.086616,2.491017,0.63,-2.52,-0.84,-55.171978,46.131187,52.986027,10.94,-9.347895,2.1093485,2.498196,0.0358940000000007,-0.045465,-0.014358,
1019509,-9.341913,2.108152,2.543661,0.56,-2.45,-0.7,-53.534069,46.405308,54.846062,10.96,-9.3359305,2.097384,2.517339,-0.011965,0.0215360000000002,0.0526440000000003,
1019525,-9.351485,2.112938,2.536483,0.28,-2.1,-0.56,-53.54306,46.683197,55.7365,10.98,-9.346699,2.110545,2.5400720000000003,-0.0095720000000003,0.0047860000000001,-0.0071780000000001,
1019545,-9.363449,2.122509,2.502982,0.21,-2.1,-0.56,-54.6469,50.044571,55.218266,11.0,-9.357467,2.1177235000000003,2.5197325,-0.0119639999999989,0.0095709999999997,-0.0335010000000002,
1019565,-9.418487,2.122509,2.519732,0.35,-2.17,-0.56,-55.649742,51.267715,54.600689,11.02,-9.390968,2.122509,2.511357,-0.0550380000000014,0.0,0.01675,
1019585,-9.373021,2.177546,2.531697,0.49,-2.1,-0.63,-54.02607,47.018864,54.817936,11.04,-9.395754,2.1500275,2.5257145,0.0454660000000011,0.055037,0.011965,
1019600,-9.418487,2.182332,2.469481,0.84,-2.31,-0.7,-55.193775,47.726517,53.128784,11.06,-9.395754,2.179939,2.5005889999999997,-0.0454660000000011,0.0047860000000001,-0.0622159999999998,
1019620,-9.375414,2.187118,2.507768,0.77,-2.31,-0.98,-54.693573,50.314529,54.986061,11.08,-9.3969505,2.1847250000000003,2.4886245,0.0430730000000014,0.0047859999999997,0.0382869999999999,
1019640,-9.346699,2.144046,2.500589,0.42,-1.96,-0.7,-53.397461,46.914852,55.075661,11.1,-9.3610565,2.1655819999999997,2.5041785,0.028715,-0.043072,-0.0071789999999998,
1019660,-9.39695,2.148831,2.510161,0.49,-2.03,-0.63,-53.516979,44.808983,54.562973,11.12,-9.3718245,2.1464385,2.505375,-0.0502510000000011,0.004785,0.0095719999999999,
1019675,-9.384986,2.100973,2.431195,1.12,-1.96,-0.56,-55.943123,48.924244,53.906864,11.14,-9.390968,2.124902,2.4706780000000004,0.0119640000000007,-0.0478579999999997,-0.0789659999999998,
1019695,-9.43763,2.184725,2.412051,0.98,-1.75,-0.63,-54.611404,48.172337,54.325397,11.16,-9.411308,2.142849,2.4216230000000003,-0.0526440000000008,0.0837519999999996,-0.0191440000000002,
1019715,-9.389771,2.17276,2.464695,0.49,-1.68,-0.77,-54.830181,49.804985,54.756462,11.18,-9.4137005,2.1787425,2.438373,0.0478590000000007,-0.011965,0.0526439999999999,
1019735,-9.442415,2.177546,2.440766,0.56,-1.82,-0.84,-55.102085,50.106312,53.970585,11.2,-9.416093,2.175153,2.4527305,-0.0526440000000008,0.0047860000000001,-0.0239289999999998,
1019750,-9.377807,2.148831,2.452731,0.84,-1.89,-0.91,-55.072617,46.912674,53.264076,11.22,-9.410111,2.1631885,2.4467485,0.0646079999999997,-0.028715,0.011965,
1019770,-9.382592,2.13926,2.409658,1.33,-1.89,-0.98,-54.794685,47.932755,53.863598,11.24,-9.3801995,2.1440455,2.4311945,-0.004785,-0.0095709999999997,-0.0430730000000001,
1019790,-9.399343,2.067473,2.376158,1.4,-1.82,-0.98,-54.615685,48.451221,55.356163,11.26,-9.3909675,2.1033665,2.3929080000000003,-0.0167509999999992,-0.071787,-0.0334999999999996,
1019810,-9.4137,2.105759,2.378551,1.61,-2.1,-0.63,-55.180859,50.929077,55.098263,11.28,-9.4065215,2.086616,2.3773545,-0.0143570000000003,0.0382859999999998,0.0023929999999996,
1019826,-9.399343,2.153617,2.459909,1.12,-2.17,-0.42,-54.128395,47.836674,55.243961,11.3,-9.4065215,2.129688,2.41923,0.0143570000000003,0.0478580000000001,0.0813580000000002,
1019846,-9.373021,2.132081,2.507768,0.77,-2.17,-0.35,-53.325924,47.970264,55.682823,11.32,-9.386182,2.142849,2.4838385,0.0263220000000004,-0.0215360000000002,0.0478589999999998,
1019866,-9.39695,2.120116,2.459909,0.98,-2.24,-0.49,-54.451675,48.406967,54.085548,11.34,-9.3849855,2.1260985,2.4838385,-0.0239290000000007,-0.011965,-0.0478589999999998,
1019886,-9.353878,2.191904,2.443159,1.68,-2.38,-0.56,-53.977654,48.34919,55.89455,11.36,-9.375414,2.15601,2.451534,0.0430720000000004,0.0717880000000001,-0.01675,
1019901,-9.368236,2.132081,2.371372,2.24,-2.52,-0.84,-54.494518,47.637375,55.491459,11.38,-9.361057,2.1619925,2.4072655000000003,-0.0143579999999996,-0.0598230000000001,-0.071787,
1019921,-9.406522,2.117724,2.474267,2.03,-2.73,-1.12,-55.128273,47.460522,53.92231,11.4,-9.387379,2.1249025,2.4228195,-0.0382860000000011,-0.0143569999999999,0.1028950000000001,
1019941,-9.483095,2.134474,2.459909,1.26,-2.8,-0.7,-55.621483,51.273666,55.442669,11.42,-9.4448085,2.126099,2.4670880000000004,-0.0765729999999997,0.01675,-0.014358,
1019961,-9.507024,2.122509,2.380944,1.12,-2.87,-0.42,-54.928333,45.823914,52.929924,11.44,-9.4950595,2.1284915,2.4204265,-0.0239289999999989,-0.011965,-0.0789650000000001,
1019976,-9.423272,2.206261,2.388122,1.4,-2.66,-0.7,-54.473042,50.282173,55.399403,11.46,-9.465148,2.164385,2.384533,0.0837519999999987,0.083752,0.0071780000000001,
1019996,-9.377807,2.187118,2.416837,1.12,-2.59,-0.84,-54.836208,48.483578,54.942822,11.48,-9.4005395,2.1966894999999997,2.4024795,0.045465,-0.0191430000000001,0.028715,
1020016,-9.444808,2.148831,2.41923,1.33,-2.52,-0.84,-54.629383,48.728119,56.10627,11.5,-9.4113075,2.1679744999999997,2.4180335,-0.0670009999999994,-0.0382869999999999,0.002393,
1020036,-9.387379,2.141653,2.378551,1.75,-2.59,-0.98,-53.519939,46.408283,55.267052,11.52,-9.4160935,2.1452419999999996,2.3988905000000003,0.0574290000000008,-0.0071780000000001,-0.0406790000000003,
1020051,-9.428058,2.132081,2.426409,1.54,-2.66,-1.05,-54.644375,48.165398,53.343086,11.54,-9.4077185,2.1368669999999996,2.4024799999999997,-0.0406790000000008,-0.0095719999999999,0.0478580000000001,
1020071,-9.406522,2.13926,2.412051,0.84,-2.52,-0.98,-55.044357,46.918621,54.106056,11.56,-9.41729,2.1356705,2.41923,0.0215359999999993,0.0071790000000002,-0.014358,
1020091,-9.32277,2.13926,2.404873,0.98,-2.24,-1.05,-55.033615,48.241016,54.060032,11.58,-9.364646,2.13926,2.408462,0.0837520000000004,0.0,-0.0071780000000001,
1020111,-9.356271,2.141653,2.409658,0.91,-2.1,-1.19,-55.141968,47.737423,54.672413,11.6,-9.3395205,2.1404565,2.4072655,-0.0335009999999993,0.0023929999999996,0.004785,
1020127,-9.389771,2.187118,2.459909,0.56,-2.03,-1.12,-56.393597,48.986977,52.799515,11.62,-9.373021,2.1643855,2.4347835,-0.0335,0.045465,0.0502510000000002,
1020147,-9.375414,2.167975,2.371372,0.63,-1.96,-0.84,-53.223171,47.432327,56.427895,11.64,-9.3825925,2.1775465,2.4156405000000003,0.0143570000000003,-0.0191429999999996,-0.088537,
1020167,-9.43763,2.167975,2.395301,0.84,-1.68,-1.12,-55.716564,50.213295,54.133854,11.66,-9.406522,2.167975,2.3833365,-0.0622160000000011,0.0,0.0239289999999998,
1020187,-9.463951,2.163189,2.407265,0.42,-1.68,-1.33,-55.112392,49.063786,55.187706,11.68,-9.4507905,2.165582,2.4012830000000003,-0.0263209999999993,-0.0047860000000001,0.0119640000000003,
1020203,-9.428058,2.09858,2.41923,0.14,-1.68,-1.47,-54.304005,45.998783,54.218414,11.7,-9.4460045,2.1308845,2.4132475,0.0358929999999997,-0.0646089999999999,0.011965,
1020223,-9.404129,2.060294,2.380944,0.28,-1.82,-1.47,-52.908417,47.900593,55.807865,11.72,-9.4160935,2.079437,2.400087,0.0239290000000007,-0.0382860000000002,-0.0382860000000002,
1020243,-9.361056,2.115331,2.342657,0.56,-1.96,-1.12,-54.320206,48.635647,53.003719,11.74,-9.3825925,2.0878125,2.3618005,0.0430729999999996,0.055037,-0.0382869999999999,
1020263,-9.432844,2.132081,2.373765,-0.28,-1.96,-0.77,-54.681622,48.43734,53.391544,11.76,-9.39695,2.123706,2.358211,-0.0717879999999997,0.01675,0.0311080000000001,
1020278,-9.406522,2.141653,2.385729,-0.77,-1.68,-0.84,-54.405006,48.137009,54.317753,11.78,-9.419683,2.1368669999999996,2.379747,0.0263219999999986,0.0095719999999999,0.0119639999999998,
1020298,-9.401736,2.170368,2.438373,-0.84,-1.19,-0.98,-52.953445,45.250839,55.198269,11.8,-9.404129,2.1560105,2.412051,0.004786000000001,0.028715,0.0526439999999999,
1020318,-9.389771,2.194297,2.491017,-1.26,-0.56,-1.12,-54.470192,44.162872,53.473522,11.82,-9.3957535,2.1823325,2.464695,0.011965,0.0239290000000003,0.0526439999999999,
1020338,-9.363449,2.191904,2.450338,-1.4,-0.14,-1.26,-54.493633,48.677917,53.993675,11.84,-9.37661,2.1931005,2.4706775,0.0263220000000004,-0.002393,-0.0406789999999999,
1020353,-9.349092,2.163189,2.445552,-1.4,0.35,-1.4,-53.512272,44.809975,54.703304,11.86,-9.3562705,2.1775465,2.447945,0.0143569999999986,-0.028715,-0.0047859999999997,
1020373,-9.358664,2.175153,2.519732,-2.1,1.47,-1.33,-53.919037,46.202045,54.532238,11.88,-9.353878,2.169171,2.482642,-0.0095719999999985,0.0119639999999998,0.0741799999999996,
1020393,-9.380199,2.194297,2.510161,-3.85,2.31,-0.77,-56.033497,47.864868,52.738377,11.9,-9.3694315,2.1847250000000003,2.5149465,-0.021535,0.0191440000000002,-0.0095709999999997,
1020413,-9.346699,2.141653,2.514946,-3.78,3.08,0.42,-54.049622,47.013908,54.116283,11.92,-9.363449,2.167975,2.5125535,0.0335,-0.0526440000000003,0.004785,
1020428,-9.215089,2.294799,2.30437,-1.54,3.99,1.96,-55.831379,48.108418,53.761497,11.94,-9.280894,2.2182259999999996,2.4096580000000003,0.1316099999999984,0.153146,-0.2105760000000001,
1020448,-9.212696,2.526911,2.15601,1.61,4.97,3.5,-53.946865,46.475971,54.861355,11.96,-9.2138925,2.4108549999999997,2.2301900000000003,0.0023930000000014,0.2321120000000003,-0.1483599999999998,
1020468,-9.392164,2.87149,2.08183,1.89,4.97,6.37,-52.293079,48.353352,57.98679,11.98,-9.30243,2.6992005,2.11892,-0.1794679999999999,0.3445789999999999,-0.0741800000000001,
1020488,-9.456773,3.24239,1.72768,-2.17,1.4,10.36,-55.469101,48.86647,55.715866,12.0,-9.4244685,3.05694,1.904755,-0.0646090000000008,0.3708999999999998,-0.3541499999999999,
1020503,-8.899225,3.031815,1.660678,-3.92,-6.51,15.68,-55.95047,46.282425,54.41991,12.02,-9.177999,3.1371025,1.694179,0.5575480000000006,-0.2105749999999999,-0.067002,
1020523,-8.353642,3.290249,1.265848,10.15,-17.57,20.440001,-55.532967,46.212753,54.544945,12.04,-8.626433500000001,3.161032,1.463263,0.5455829999999988,0.2584340000000003,-0.39483,
1020543,-7.997099,3.773616,0.973914,52.150002,-30.870001,23.1,-54.351879,49.46833,55.534698,12.06,-8.1753705,3.5319325,1.119881,0.3565430000000003,0.4833669999999999,-0.2919340000000001,
1020563,-7.772165,4.78103,0.882983,107.449997,-48.369999,26.950001,-53.298527,47.416466,54.182613,12.08,-7.884632,4.277323,0.9284485,0.2249340000000002,1.0074140000000005,-0.0909309999999999,
1020579,-6.946612,6.073201,0.373294,162.470001,-70.489998,32.34,-53.481693,51.69688,54.942616,12.1,-7.3593885,5.4271155,0.6281384999999999,0.8255530000000002,1.2921709999999995,-0.509689,
1020599,-5.90809,6.518281,0.947592,195.580002,-86.379997,41.790001,-54.353172,48.628708,52.021408,12.12,-6.427351,6.295741,0.660443,1.0385220000000004,0.4450799999999999,0.574298,
1020619,-5.692729,5.118431,1.304135,217.350006,-94.080002,56.07,-54.485073,48.120155,51.93214,12.14,-5.8004095,5.818356,1.1258635,0.2153609999999997,-1.3998499999999998,0.356543,
1020639,-5.656835,2.88824,1.914326,259.279999,-99.190002,75.110001,-54.630535,52.889301,49.974808,12.16,-5.674782,4.0033355,1.6092305,0.0358939999999998,-2.230191,0.6101909999999999,
