Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Id,Time
9931,-4.218697,2.148831,7.456302,-8.96,28.98,54.740002,-96.986931,-63.937695,-78.534256,529,9.931
9951,-4.149302,2.144046,7.410836,-3.78,25.41,49.560001,-97.400154,-64.146912,-79.690063,530,9.951
9971,-4.201947,2.261298,7.456302,3.85,22.190001,44.310001,-97.216873,-63.907318,-79.228256,531,9.971
9986,-4.161267,2.474267,7.544839,10.92,18.9,38.709999,-97.648506,-63.840622,-79.774292,532,9.986
10006,-4.178018,2.27087,7.934883,16.1,16.1,34.720001,-98.374725,-62.917812,-79.46566,533,10.006
10026,-4.070337,2.333085,8.042564,23.52,14.7,30.59,-95.216339,-66.634468,-79.304535,534,10.026
10046,-4.101444,2.462302,8.131102,30.52,14.56,28.42,-96.617409,-65.057816,-78.314735,535,10.046
10061,-3.981799,2.744666,8.095208,36.330002,14.49,27.440001,-98.702293,-62.068626,-79.5933,536,10.061
10081,-4.063158,3.201711,8.207675,35.349998,14.63,27.16,-98.395218,-60.00206,-79.649582,537,10.081
10101,-4.130159,3.6779,8.212461,27.860001,15.26,25.969999,-96.708992,-62.917614,-77.934738,538,10.101
10121,-3.960263,3.838225,8.159817,14.35,16.17,24.639999,-95.08564,-62.926338,-77.666786,539,10.121
10136,-3.82626,3.709008,8.186138,-0.28,17.43,23.450001,-98.245361,-60.530083,-77.501221,540,10.136
10156,-3.498432,3.407501,8.054528,-9.38,18.969999,21.77,-97.880547,-61.651199,-77.42202,541,10.156
10176,-3.476896,3.342893,7.977956,-12.95,21.210001,19.389999,-96.047844,-63.294559,-77.865791,542,10.176
10196,-3.441002,3.371608,7.719522,-15.4,22.4,16.66,-99.861465,-62.399544,-79.504013,543,10.196
10211,-3.754473,3.512789,7.552018,-17.360001,22.26,13.93,-96.905968,-62.880299,-77.646431,544,10.211
10231,-4.058372,3.776009,7.482624,-19.460001,19.809999,11.69,-98.99556,-59.892101,-79.065331,545,10.231
10251,-4.197161,3.795152,7.686021,-22.469999,16.309999,9.66,-98.697151,-61.787766,-78.281876,546,10.251
10271,-4.273734,3.804724,7.729093,-24.639999,12.81,7.49,-99.966751,-59.982433,-78.373901,547,10.271
10286,-4.606348,3.730544,7.76738,-22.889999,9.31,5.74,-97.661781,-63.283852,-77.853088,548,10.286
10306,-4.742744,3.689864,7.80088,-19.040001,5.6,3.92,-96.165184,-63.520264,-76.362976,549,10.306
10326,-5.049036,3.661149,7.875061,-13.65,1.75,2.1,-98.280968,-63.177856,-77.830154,550,10.326
10346,-5.398401,3.663542,7.985134,-7.56,-1.96,0.07,-97.415169,-65.190422,-78.613274,551,10.346
10361,-5.400794,3.670721,8.023421,-2.59,-4.97,-2.45,-96.360847,-62.162529,-76.40136,552,10.361
10381,-5.494117,3.498432,7.930098,1.12,-6.58,-5.04,-97.144905,-62.572037,-77.449997,553,10.381
10401,-5.453437,3.22564,7.834381,4.76,-7.21,-7.28,-98.195732,-62.399345,-77.973091,554,10.401
10421,-5.503689,3.060529,7.753022,8.47,-6.93,-9.1,-99.051758,-64.144135,-80.799995,555,10.421
10436,-5.573083,3.0031,7.803273,10.36,-5.95,-10.08,-97.144905,-62.572037,-77.449997,556,10.436
10456,-5.652049,2.847561,7.697985,9.8,-4.62,-9.87,-99.027672,-59.339294,-77.705444,557,10.456
10476,-5.695121,2.747058,7.621412,7.56,-3.92,-8.68,-97.056709,-63.392818,-78.29702,558,10.476
10496,-5.75973,2.598698,7.597483,5.6,-3.57,-6.51,-98.927094,-61.757389,-78.975876,559,10.496
10512,-5.649656,2.591519,7.602269,4.27,-3.22,-3.85,-98.119919,-61.622807,-78.396683,560,10.512
10532,-5.484545,2.591519,7.489802,2.1,-3.15,-1.33,-97.81723,-63.797359,-78.644005,561,10.532
10552,-5.197396,2.553233,7.346228,-1.68,-3.08,1.05,-97.832672,-65.12075,-78.738304,562,10.552
10572,-5.034678,2.670485,7.207439,-6.09,-3.01,2.8,-98.487358,-63.142525,-77.822502,563,10.572
10587,-5.080144,2.727915,7.336656,-9.94,-3.36,4.06,-96.964592,-60.733147,-76.284119,564,10.587
10607,-5.230897,2.811667,7.475445,-12.04,-4.9,4.76,-98.344727,-61.311569,-77.779266,565,10.607
10627,-5.446259,3.060529,7.805666,-11.55,-7.21,5.39,-97.753471,-65.663643,-78.694893,566,10.627
10647,-5.527618,3.184961,8.095208,-10.08,-9.66,5.81,-96.68248,-64.511948,-77.937164,567,10.647
10662,-5.539582,3.395537,8.413465,-6.93,-11.48,5.39,-96.46196,-64.544304,-77.523819,568,10.662
10682,-5.458223,3.586969,8.612076,-4.55,-11.83,4.13,-99.124077,-61.720078,-78.687576,569,10.682
10702,-5.345757,3.464931,8.638398,-2.94,-10.85,2.24,-98.271973,-63.455746,-78.720589,570,10.702
10722,-5.173467,3.22564,8.645576,0.21,-8.89,-0.21,-97.645119,-65.160049,-79.307274,571,10.722
10737,-4.929391,3.065315,8.480466,3.85,-6.09,-2.66,-97.488342,-63.326122,-78.84304,572,10.737
10757,-4.982035,2.94567,8.308177,7.14,-3.29,-4.62,-97.24295,-62.0331,-78.054741,573,10.757
10777,-5.099287,2.897812,8.107173,8.4,-1.4,-5.67,-95.540398,-62.584717,-77.743362,574,10.777
10797,-5.094501,2.840382,7.884632,7.14,-1.19,-6.23,-96.159592,-62.478725,-77.720428,575,10.797
10812,-5.022714,2.622627,7.705164,4.34,-1.75,-6.02,-98.679176,-62.343552,-80.062752,576,10.812
10832,-4.898283,2.577162,7.602269,2.31,-2.59,-5.39,-98.596146,-63.925995,-78.381218,577,10.832
10852,-4.82171,2.663307,7.408443,-1.05,-3.01,-4.69,-97.860931,-65.126701,-79.580284,578,10.852
10872,-4.802567,2.617841,7.291191,-6.09,-3.29,-4.27,-98.862022,-62.303265,-79.353455,579,10.872
10887,-4.601563,2.598698,7.078222,-11.34,-4.2,-4.9,-96.283821,-64.585587,-78.373444,580,10.887
10907,-4.323985,2.538876,6.748001,-17.57,-4.97,-6.72,-97.792358,-62.471989,-78.269043,581,10.907
10927,-4.154088,2.357014,6.613998,-24.710001,-5.6,-10.01,-98.143036,-61.347893,-77.927238,582,10.927
10947,-4.42688,2.163189,6.690571,-29.190001,-6.65,-13.72,-96.085091,-63.022617,-77.817337,583,10.947
10962,-4.749923,2.261298,7.185903,-29.33,-8.4,-16.870001,-97.257187,-66.556084,-79.697533,584,10.962
10982,-5.106466,2.471874,7.44673,-30.940001,-10.92,-18.76,-96.665718,-61.868141,-78.169548,585,10.982
11002,-5.336185,2.263691,7.750629,-31.219999,-14.56,-20.23,-98.354683,-66.113434,-80.452827,586,11.002
11022,-5.55394,2.357014,8.166995,-26.389999,-18.41,-20.860001,-98.061302,-63.769958,-79.758995,587,11.022
11037,-5.656835,2.342657,8.805902,-19.530001,-21.91,-20.299999,-97.413422,-63.590134,-77.76886,588,11.037
11057,-5.630513,2.30437,9.377807,-10.92,-24.08,-19.25,-96.678314,-69.310837,-80.189728,589,11.057
11077,-5.472581,2.371372,9.703242,-3.22,-24.290001,-18.549999,-98.180389,-65.595955,-79.100586,590,11.077
11097,-5.314649,2.311549,10.081322,2.1,-22.4,-17.92,-97.735489,-66.219429,-80.475761,591,11.097
11112,-5.391222,2.440766,10.684335,3.71,-18.27,-16.73,-97.46402,-66.800621,-80.860977,592,11.112
11132,-5.489331,3.206497,11.548175,-9.87,-11.97,-13.79,-98.222778,-65.604881,-80.363556,593,11.132
11152,-5.407972,3.936334,12.199045,-53.689999,-1.61,-8.4,-98.364098,-66.115417,-80.73349,594,11.152
11172,-5.058608,5.025107,12.744629,-138.25,19.530001,-1.47,-98.711815,-66.590622,-81.095764,595,11.172
11187,-4.915033,2.708772,12.397656,-236.669998,40.040001,12.6,-98.345695,-66.391319,-81.343262,596,11.187
