Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Id,Time
38129,-0.342186,2.555626,9.966462,-9.66,-1.05,-3.08,-80.391266,-67.78688,-75.122185,2031,38.129
38144,-0.466617,2.124902,9.868353,-5.46,-0.84,-1.54,-80.833214,-68.762703,-74.451096,2032,38.144
38164,-0.382865,2.55084,9.88271,-4.97,-1.4,-0.14,-81.629646,-67.57489,-75.076309,2033,38.164
38184,-0.248862,2.424016,9.688885,-9.73,-1.68,0.14,-80.42984,-68.83535,-74.74704,2034,38.184
38204,-0.129217,2.3283,9.684099,-11.9,-1.89,-0.77,-78.973885,-67.4804,-73.675491,2035,38.204
38219,-0.275184,2.268477,9.818102,-16.940001,-1.4,-1.61,-79.722023,-69.482254,-74.4459,2036,38.219
38239,-0.552762,2.029186,9.842031,-19.530001,-1.33,-2.94,-80.643906,-67.201714,-74.175644,2037,38.239
38259,-0.397223,2.050722,9.875532,-23.870001,-1.05,-3.15,-80.08683,-68.361137,-74.525085,2038,38.259
38279,-0.614977,1.452495,10.212932,-22.540001,-0.07,-3.08,-79.504456,-67.915314,-73.328476,2039,38.279
38294,-0.775302,1.737251,10.133965,-17.99,0.07,-2.87,-78.025497,-71.355278,-73.948174,2040,38.294
38314,-0.497725,1.914326,10.028678,-19.950001,-0.21,-1.68,-78.544434,-69.427254,-75.144966,2041,38.314
38334,-0.375687,1.696572,10.031071,-16.799999,-0.7,-1.19,-79.173935,-70.363785,-73.904907,2042,38.334
38354,-0.351757,2.093795,9.731957,-20.23,-1.19,-0.63,-81.853241,-70.463234,-76.007378,2043,38.354
38370,-0.272792,1.435745,9.952105,-24.57,-1.61,-0.84,-80.428627,-72.034935,-76.295532,2044,38.37
38390,-0.3374,1.619999,9.858782,-20.790001,-1.26,-2.17,-80.285553,-69.92411,-75.081192,2045,38.39
38410,-0.387651,1.698965,9.885103,-24.99,-0.56,-2.94,-80.156723,-72.336266,-75.509651,2046,38.41
38430,-0.746587,0.990664,10.136358,-24.01,0.84,-3.71,-81.339775,-68.431999,-76.071304,2047,38.43
38445,-0.576691,0.909305,10.320613,-14.56,1.33,-3.99,-79.367958,-71.925766,-74.320686,2048,38.445
38465,-0.780088,1.299349,10.117215,-8.96,1.4,-2.66,-80.672707,-72.00753,-77.410522,2049,38.465
38485,-0.586262,1.354386,10.179431,-6.58,0.28,-1.33,-81.040039,-69.007248,-75.61454,2050,38.485
38505,-0.461831,1.584105,10.191396,-6.02,-1.12,0.07,-80.377243,-72.303909,-75.922997,2051,38.505
38520,-0.428331,1.323278,10.110037,-8.4,-2.17,0.91,-83.106194,-70.534096,-77.553589,2052,38.52
38540,-0.492939,1.342421,9.964069,-9.59,-2.31,0.7,-79.157272,-72.239983,-75.359093,2053,38.54
38560,-0.521654,0.945199,10.117215,-10.78,-1.82,0.35,-80.452179,-72.039886,-76.997185,2054,38.56
38580,-0.655657,0.906912,10.12918,-6.86,-1.19,-0.56,-81.038399,-71.926956,-75.991936,2055,38.58
38595,-0.605406,0.942806,10.162681,-2.38,-1.68,-0.56,-80.696716,-72.773163,-75.443298,2056,38.595
38615,-0.500118,1.05288,10.090894,-0.63,-1.47,0.14,-80.628563,-70.398323,-75.303146,2057,38.615
38635,-0.48576,1.253884,10.059786,-2.03,-1.26,0.42,-80.260368,-72.838867,-74.756935,2058,38.635
38655,-0.464224,1.378315,10.019106,-6.09,-1.61,0.63,-80.255196,-72.077202,-77.285492,2059,38.655
38670,-0.58387,0.966735,10.086107,-9.87,-1.96,0.21,-80.414497,-72.03196,-75.874542,2060,38.67
38690,-0.595834,0.916484,10.090894,-9.38,-2.03,0.0,-81.814682,-69.414764,-76.382515,2061,38.69
38710,-0.703515,1.091166,9.961677,-7.63,-2.38,0.0,-82.635986,-69.552322,-77.382706,2062,38.71
38730,-0.61737,0.729837,10.157895,-6.16,-2.73,0.35,-82.520859,-71.687569,-77.06105,2063,38.73
38745,-0.631728,0.82316,10.105251,-4.13,-3.01,0.63,-82.886093,-70.846321,-78.311348,2064,38.745
38765,-0.519261,1.036129,10.088501,-4.9,-3.5,0.63,-82.412506,-71.183975,-77.673439,2065,38.765
38785,-0.440295,0.856661,10.083714,-5.95,-3.57,0.07,-81.662735,-72.101837,-77.280418,2066,38.785
38805,-0.490546,0.923663,10.07175,-6.37,-3.29,-0.21,-80.730103,-73.059975,-77.596703,2067,38.805
38820,-0.60062,0.868626,10.066964,-7.07,-3.78,-0.35,-81.386543,-72.682037,-77.525307,2068,38.82
38840,-0.536011,0.804017,10.110037,-7.7,-3.78,-0.42,-80.380638,-70.984474,-76.390015,2069,38.84
38860,-0.540797,0.799231,10.059786,-7.28,-3.71,-0.56,-80.829361,-69.321457,-76.652954,2070,38.86
38880,-0.559941,0.832732,10.119608,-8.75,-3.57,-0.49,-81.818184,-72.615341,-78.071342,2071,38.88
38895,-0.492939,0.667621,10.227289,-9.24,-3.15,-0.21,-80.05822,-72.114517,-77.573799,2072,38.895
38915,-0.519261,0.737016,10.078929,-8.96,-2.73,-0.14,-80.342178,-74.456009,-77.986961,2073,38.915
38935,-0.488153,0.672407,10.117215,-8.68,-2.45,-0.21,-79.276802,-74.345856,-75.87178,2074,38.935
38955,-0.440295,0.643692,10.136358,-8.19,-2.03,-0.21,-82.1269,-71.762199,-77.637672,2075,38.955
38970,-0.459438,0.832732,10.016713,-8.4,-1.68,-0.28,-80.04245,-75.031258,-77.530197,2076,38.97
38990,-0.540797,0.804017,10.100465,-10.92,-1.19,-0.42,-79.022415,-73.330734,-75.973907,2077,38.99
39010,-0.681979,0.380472,10.189003,-13.79,-1.47,0.35,-81.145081,-74.869476,-79.596916,2078,39.01
39030,-0.641299,0.303899,10.133965,-12.25,-1.68,1.12,-82.297371,-73.319229,-77.351784,2079,39.03
39045,-0.622156,0.287149,10.196181,-9.31,-1.89,1.47,-80.862007,-73.568527,-77.685974,2080,39.045
39065,-0.536011,0.576691,10.122002,-8.47,-2.1,1.89,-80.947243,-74.347046,-77.543037,2081,39.065
39085,-0.512082,0.421152,10.031071,-11.27,-2.38,2.31,-79.753349,-72.408913,-75.805595,2082,39.085
39105,-0.504904,0.284756,10.143538,-8.54,-1.89,1.61,-81.100945,-73.260262,-77.48954,2083,39.105
39121,-0.579084,0.196218,10.141145,-7.07,-1.68,1.54,-81.641365,-73.977036,-78.594276,2084,39.121
39141,-0.631728,0.339793,10.100465,-6.86,-1.89,1.47,-81.48645,-78.263397,-80.196259,2085,39.141
39161,-0.634121,0.220148,10.138752,-7.7,-2.66,1.4,-78.513321,-75.540611,-76.228874,2086,39.161
39181,-0.536011,0.165111,10.181824,-8.68,-2.73,1.4,-82.061829,-72.308067,-78.015236,2087,39.181
39196,-0.507297,0.153146,10.117215,-8.33,-2.59,1.26,-81.29496,-74.82225,-77.905312,2088,39.196
39216,-0.552762,0.126824,10.165073,-6.79,-2.59,0.77,-80.811066,-74.117371,-78.484528,2089,39.216
39236,-0.490546,0.081359,10.177038,-6.23,-2.52,0.42,-79.497322,-74.313499,-76.285126,2090,39.236
