Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Id,Time
0,-6.484781,3.570219,7.403657,15.26,0.98,-6.02,-106.390198,-52.414005,-69.559395,0,0.0
20,-6.527853,4.374236,7.152402,30.1,6.72,-8.4,-105.798836,-52.246075,-69.25322,1,0.02
40,-6.424958,3.862154,6.748001,29.540001,11.48,-8.26,-105.418694,-56.563805,-70.301521,2,0.04
60,-6.685785,3.742508,7.049507,29.68,15.82,-7.28,-105.246147,-57.646618,-69.793701,3,0.06
75,-6.989685,3.73533,6.77193,21.0,19.530001,-4.69,-106.334114,-52.68198,-69.046532,4,0.075
95,-6.999256,3.13471,6.460852,22.26,22.960001,-2.24,-105.691368,-52.783016,-68.367821,5,0.095
115,-7.008828,3.072494,5.711872,31.01,25.48,1.12,-104.982697,-52.870174,-65.72448,6,0.115
135,-6.817395,4.077516,5.551547,43.049999,26.74,2.31,-107.752388,-54.029007,-68.995438,7,0.135
150,-7.0519,4.769066,5.345757,44.59,26.950001,2.24,-107.050491,-51.477314,-67.28614,8,0.15
170,-7.087794,4.589598,4.886318,31.219999,26.040001,1.96,-105.901192,-51.909061,-64.987213,9,0.17
190,-7.145224,4.814531,4.752316,21.91,23.940001,0.91,-107.555756,-50.306988,-65.393066,10,0.19
210,-7.310334,4.551311,4.223483,13.79,19.389999,-0.35,-108.24955,-54.177113,-66.495018,11,0.21
225,-7.28162,4.161267,4.405344,19.879999,14.0,-0.7,-106.813332,-53.866669,-64.487,12,0.225
245,-7.305548,4.797781,4.075122,20.440001,7.91,0.56,-109.364136,-52.138134,-66.967224,13,0.245
265,-7.087794,4.663778,4.524989,21.91,2.17,0.07,-108.590378,-52.77116,-64.701462,14,0.265
285,-6.932255,4.986821,4.769066,19.389999,-1.75,0.07,-108.098808,-53.664597,-65.844437,15,0.285
300,-6.781502,4.876747,5.329006,16.52,-2.31,1.26,-106.342697,-52.605015,-63.145023,16,0.3
320,-6.853289,4.42688,5.321827,5.53,-2.31,3.15,-108.369858,-52.803516,-64.288116,17,0.32
340,-6.946612,5.094501,5.163896,-2.8,-3.01,3.5,-109.140648,-53.769794,-67.257957,18,0.34
360,-6.721679,4.134945,5.333792,-10.85,-4.06,3.85,-107.660713,-52.130005,-64.313667,19,0.36
375,-6.64032,4.730779,5.754944,-5.74,-2.03,3.43,-108.632339,-52.50021,-64.793335,20,0.375
395,-6.712107,4.132552,5.77648,-2.17,1.26,3.5,-107.726227,-51.864014,-65.107193,21,0.395
415,-6.740822,3.969835,5.735801,1.05,4.06,5.32,-109.388573,-53.183632,-66.171097,22,0.415
435,-6.743215,4.469952,4.836067,2.52,4.48,7.91,-108.188217,-49.644222,-63.448925,23,0.435
450,-6.666642,4.419701,4.405344,-5.67,0.56,10.29,-108.967682,-54.572735,-65.579033,24,0.45
470,-6.733644,4.828888,4.687707,-2.52,-3.22,10.08,-109.584229,-51.825905,-66.209473,25,0.47
490,-6.401029,5.331399,5.106466,-6.02,-5.39,7.98,-105.384003,-55.437378,-64.634827,26,0.49
510,-6.494352,5.195004,5.369686,-11.13,-4.83,4.2,-107.817924,-54.243813,-65.94899,27,0.51
526,-6.362742,5.10168,5.532403,-9.94,-3.85,0.63,-108.676048,-53.829552,-65.729622,28,0.526
546,-6.477602,5.206968,5.431901,-9.94,-2.8,-1.68,-107.013702,-52.509926,-64.66571,29,0.546
566,-6.647499,3.888476,5.106466,-11.13,-4.83,-1.96,-109.023659,-49.784752,-64.870094,30,0.566
586,-6.386672,4.982035,5.429509,-8.05,-7.21,-2.8,-108.682831,-51.190701,-66.663651,31,0.586
601,-6.482388,4.802567,5.532403,-3.85,-7.91,-4.76,-107.509087,-50.576946,-65.160858,32,0.601
621,-6.369921,4.989213,6.063629,-5.6,-7.84,-6.3,-106.371819,-53.170708,-66.329193,33,0.621
641,-6.501531,4.802567,6.156952,-8.89,-5.88,-6.65,-108.108658,-53.946449,-67.296188,34,0.641
661,-6.637927,4.395772,6.11388,-7.42,-2.8,-6.44,-106.191933,-51.611698,-66.334412,35,0.661
676,-6.874825,4.302449,5.594619,-5.25,-0.42,-4.97,-107.453857,-51.404671,-66.990189,36,0.676
696,-7.032757,4.405344,5.446259,1.05,0.42,-4.41,-110.292473,-51.458874,-67.681709,37,0.696
716,-6.946612,4.340735,6.133023,7.84,2.1,-3.85,-108.457161,-50.942192,-64.938889,38,0.716
736,-7.279226,4.663778,5.735801,8.4,4.48,-3.29,-108.227646,-51.252441,-65.415977,39,0.736
