Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,acc_ma_x,acc_ma_y,acc_ma_z,acc_diff_x,acc_diff_y,acc_diff_z,
611255,-6.439316,6.489567,-3.720972,-1.190000,-1.680000,-2.520000,-48.157509,78.090294,55.800591,5.46,-6.4381195,6.4799955,-3.710204,-0.0023929999999996454,0.019142999999999688,-0.02153600000000022,
611275,-6.415387,6.422565,-3.713793,-1.890000,-1.540000,-2.450000,-42.831417,78.562126,60.194313,5.48,-6.4273515,6.456066,-3.7173825000000003,0.023928999999999867,-0.06700200000000045,0.0071790000000002685,
611295,-6.511103,6.391458,-3.680293,-2.660000,-1.680000,-1.750000,-46.342350,77.282593,58.308784,5.5,-6.463245000000001,6.407011499999999,-3.697043,-0.09571600000000036,-0.03110699999999955,0.033500000000000085,
611315,-6.513496,6.427351,-3.639613,-2.310000,-2.100000,-1.050000,-45.477764,78.469612,59.074158,5.52,-6.5122995,6.4094045,-3.659953,-0.0023929999999996454,0.03589299999999973,0.040679999999999605,
611331,-6.472816,6.446495,-3.685078,-1.820000,-2.170000,-0.840000,-48.902573,79.009140,55.547905,5.54,-6.493156,6.436923,-3.6623455,0.04068000000000005,0.019143999999999828,-0.045464999999999645,
611351,-6.503924,6.460852,-3.720972,-1.680000,-2.450000,-0.490000,-46.113266,76.692474,56.660599,5.56,-6.48837,6.4536735,-3.7030250000000002,-0.03110799999999969,0.014357000000000397,-0.035894000000000315,
611371,-6.532639,6.432137,-3.677900,-1.260000,-2.800000,-0.070000,-46.623672,77.581932,57.242245,5.58,-6.5182815,6.4464945,-3.6994360000000004,-0.028715000000000046,-0.028715000000000046,0.043072,
611391,-6.554175,6.460852,-3.711401,-0.630000,-2.800000,0.070000,-46.612934,78.904327,57.196220,5.6,-6.543407,6.4464945,-3.6946505,-0.02153600000000022,0.028715000000000046,-0.03350099999999978,
611406,-6.523067,6.456066,-3.675507,0.210000,-2.660000,0.280000,-48.160469,79.689583,56.504669,5.62,-6.538621,6.4584589999999995,-3.693454,0.03110799999999969,-0.004786000000000179,0.03589399999999987,
611426,-6.563747,6.439316,-3.706615,0.490000,-2.940000,0.350000,-45.414436,76.323456,57.852177,5.64,-6.543407,6.447691,-3.6910610000000004,-0.04068000000000005,-0.016750000000000043,-0.031108000000000136,
611446,-6.434530,6.527853,-3.677900,0.630000,-3.570000,0.560000,-46.215588,77.510277,57.086624,5.66,-6.4991385,6.4835845,-3.6922575,0.12921700000000058,0.08853700000000053,0.028715000000000046,
611466,-6.365136,6.587676,-3.692257,0.350000,-3.640000,0.350000,-45.397236,79.247131,58.790890,5.68,-6.399832999999999,6.5577645,-3.6850785000000004,0.06939399999999996,0.05982299999999974,-0.014356999999999953,
611482,-6.470424,6.527853,-3.670721,-0.070000,-3.710000,0.140000,-46.456165,80.738266,57.660450,5.7,-6.4177800000000005,6.5577645,-3.681489,-0.10528800000000071,-0.05982299999999974,0.02153600000000022,
611502,-6.535032,6.532639,-3.704222,0.210000,-3.990000,-0.140000,-49.091881,77.448143,55.272461,5.72,-6.502728,6.530246,-3.6874715,-0.06460799999999978,0.004785999999999291,-0.033501000000000225,
611522,-6.482388,6.542211,-3.682686,0.560000,-3.920000,-0.280000,-45.533848,78.737587,58.561291,5.74,-6.508710000000001,6.537425,-3.693454,0.05264399999999991,0.009572000000000358,0.02153600000000022,
611542,-6.427351,6.563747,-3.596541,0.280000,-3.640000,-0.350000,-44.417950,78.019028,58.706814,5.76,-6.4548695,6.5529790000000006,-3.6396135000000003,0.05503700000000045,0.02153600000000022,0.0861449999999997,
611557,-6.501531,6.563747,-3.658756,0.210000,-3.360000,-0.840000,-44.625668,76.733948,59.041145,5.78,-6.464441,6.563747,-3.6276485000000003,-0.07418000000000013,0.0,-0.06221499999999969,
611577,-6.494352,6.511103,-3.613291,0.490000,-3.500000,-1.190000,-45.228088,79.483742,58.831699,5.8,-6.4979415,6.537425000000001,-3.6360235,0.007178999999999824,-0.05264399999999991,0.04546500000000009,
611597,-6.554175,6.477602,-3.632434,0.910000,-3.920000,-0.980000,-45.147675,75.741264,57.326630,5.82,-6.5242635,6.4943525,-3.6228625,-0.05982299999999974,-0.033501000000000225,-0.019143000000000132,
611617,-6.494352,6.513496,-3.620470,0.910000,-4.270000,-0.910000,-45.836971,80.632271,57.637512,5.84,-6.5242635,6.4955490000000005,-3.626452,0.05982299999999974,0.03589399999999987,0.011963999999999864,
611632,-6.470424,6.578104,-3.622863,0.980000,-4.620000,-1.540000,-46.740124,78.396767,57.247284,5.86,-6.482388,6.5458,-3.6216665,0.023927999999999727,0.06460799999999978,-0.0023930000000000895,
611652,-6.475209,6.542211,-3.663542,1.610000,-4.620000,-1.890000,-46.222828,79.388458,58.821472,5.88,-6.4728165,6.5601575,-3.6432025,-0.004785000000000039,-0.03589299999999973,-0.04067899999999991,
611672,-6.499138,6.530246,-3.670721,1.820000,-4.760000,-1.750000,-44.876980,78.639526,59.660995,5.9,-6.487173500000001,6.5362285,-3.6671315,-0.023928999999999867,-0.011965000000000003,-0.007178999999999824,
611692,-6.432137,6.530246,-3.713793,1.400000,-5.110000,-1.960000,-44.713402,78.315399,57.219284,5.92,-6.4656375,6.530246,-3.6922569999999997,0.06700100000000031,0.0,-0.043072,
611708,-6.412994,6.448887,-3.630042,0.630000,-4.620000,-2.030000,-45.589508,79.285439,59.219524,5.94,-6.4225655,6.4895665000000005,-3.6719175,0.019142999999999688,-0.08135899999999996,0.08375099999999991,
611728,-6.401029,6.422565,-3.543897,0.700000,-4.270000,-1.820000,-46.076019,76.420532,56.612141,5.96,-6.4070115,6.435726,-3.5869695,0.011965000000000003,-0.0263220000000004,0.08614500000000014,
611748,-6.475209,6.472816,-3.455359,0.700000,-3.920000,-1.330000,-47.286892,80.598724,56.379604,5.98,-6.438119,6.4476905,-3.499628,-0.07418000000000013,0.05025100000000027,0.08853799999999978,
611768,-6.360350,6.468030,-3.388358,0.560000,-3.150000,-0.910000,-43.959808,76.357994,59.250412,6.0,-6.4177795,6.470423,-3.4218585,0.11485900000000004,-0.004786000000000179,0.06700099999999987,
611783,-6.487174,6.499138,-3.488860,0.350000,-1.680000,-0.700000,-46.985413,81.623756,57.680779,6.02,-6.423762,6.4835840000000005,-3.438609,-0.12682400000000005,0.03110800000000058,-0.10050199999999965,
611803,-6.582890,6.489567,-3.460145,0.210000,-0.560000,0.000000,-45.002071,75.972923,56.665787,6.04,-6.535032,6.4943525,-3.4745025,-0.09571599999999947,-0.009571000000000218,0.028715000000000046,
611823,-6.642713,6.511103,-3.541504,-0.210000,-0.700000,0.980000,-43.227123,77.036469,59.926517,6.06,-6.6128015,6.500335,-3.5008245000000002,-0.05982299999999974,0.02153600000000022,-0.0813590000000004,
611843,-6.570926,6.566140,-3.589362,-0.980000,-1.050000,1.190000,-47.573814,79.856529,56.670521,6.08,-6.6068195,6.5386215,-3.565433,0.0717869999999996,0.05503699999999956,-0.047857999999999734,
611858,-6.520675,6.606819,-3.579791,-1.470000,-0.910000,0.630000,-45.549297,77.414200,58.466988,6.1,-6.5458005,6.586479499999999,-3.5845765,0.05025100000000027,0.04067899999999991,0.009570999999999774,
