Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,acc_diff_x,acc_diff_y,acc_diff_z,acc_ma_x,acc_ma_y,acc_ma_z,Id,Time,gesture_id
1041548,7.406051,-6.362742,2.038758,-4.76,-6.02,-1.96,43.200035,-28.683279,156.961273,0.4450819999999993,0.1435750000000002,0.2464699999999999,7.183509999999999,-6.434529499999999,1.9155230000000008,681,13.62,32
1041568,7.013614,-7.020792,1.679821,-5.88,-3.43,-4.97,43.042057,-27.317617,158.045547,-0.3924370000000001,-0.6580500000000002,-0.358937,7.209832499999999,-6.691766999999999,1.8592895000000007,682,13.64,32
1041588,6.929862,-7.169153,1.588891,-3.85,-2.94,-6.51,44.724453,-29.193617,158.122269,-0.0837519999999996,-0.1483609999999995,-0.0909299999999999,6.971737999999998,-7.094972499999999,1.6343560000000008,683,13.66,32
1041608,7.31512,-7.377336,1.088773,-3.36,-2.24,-6.72,43.898865,-29.052292,158.152863,0.3852580000000003,-0.208183,-0.5001180000000001,7.122490999999999,-7.273244499999999,1.338832000000001,684,13.68,32
1041628,6.776716,-7.142831,2.000471,1.05,-5.18,-6.3,45.860054,-29.348463,161.17131,-0.5384039999999999,0.2345049999999995,0.911698,7.0459179999999995,-7.260083499999999,1.5446220000000008,685,13.7,32
1041648,7.403657,-6.628356,1.567355,-1.12,-2.66,-4.83,44.703087,-27.318413,159.436127,0.6269409999999995,0.514475,-0.433116,7.0901865,-6.885593499999999,1.783913000000001,686,13.72,32
1041668,7.310334,-6.7145,1.653499,-1.12,-1.12,-5.88,44.352299,-30.714321,158.556122,-0.0933229999999998,-0.086144,0.086144,7.356995499999999,-6.671427999999999,1.610427000000001,687,13.74,32
1041688,7.295977,-6.544604,1.636749,-1.89,0.35,-6.51,45.917461,-28.296024,161.357483,-0.0143570000000003,0.1698960000000005,-0.01675,7.303155499999999,-6.629551999999999,1.645124000000001,688,13.76,32
1041708,7.195475,-6.683393,1.660678,-4.76,0.63,-5.95,43.245926,-25.47378,159.913071,-0.1005019999999996,-0.138789,0.023929,7.245726,-6.613998499999999,1.6487135000000008,689,13.78,32
1041728,7.303155,-6.896361,1.533854,-5.25,0.14,-5.25,44.866638,-28.123335,160.834396,0.1076800000000002,-0.212968,-0.126824,7.249314999999999,-6.789876999999999,1.597266000000001,690,13.8,32
1041748,7.16676,-6.810216,1.675036,-4.41,-0.14,-4.41,43.388454,-28.162828,158.734512,-0.1363950000000002,0.0861450000000001,0.1411819999999999,7.234957499999999,-6.853288499999999,1.604445000000001,691,13.82,32
1041768,7.145224,-6.817395,1.775538,-5.53,-1.12,-4.13,42.617313,-25.369768,159.65535,-0.0215360000000002,-0.0071790000000007,0.100502,7.1559919999999995,-6.813805499999999,1.725287000000001,692,13.84,32
1041788,7.274441,-6.719286,1.641535,-7.77,-2.31,-4.34,44.463261,-28.05069,161.130341,0.1292170000000005,0.098109,-0.1340030000000001,7.209832499999999,-6.768340499999999,1.708536500000001,693,13.86,32
1041808,7.420408,-6.925076,1.222776,-9.38,-2.1,-4.27,43.464699,-27.106424,159.48201,0.1459669999999997,-0.2057899999999994,-0.4187589999999999,7.347424499999999,-6.822180999999999,1.4321555000000008,694,13.88,32
1041828,7.054293,-7.152402,1.057665,-2.66,-1.61,-4.2,44.325897,-24.599979,159.780365,-0.3661149999999997,-0.2273260000000005,-0.165111,7.2373505,-7.038739,1.140220500000001,695,13.9,32
1041848,7.556804,-6.707321,1.454888,3.08,-5.6,-2.59,46.083652,-26.460115,162.102371,0.5025109999999993,0.445081,0.3972229999999999,7.305548499999999,-6.9298614999999995,1.256276500000001,696,13.92,32
1041868,7.59509,-7.008828,1.119881,3.57,-6.51,-0.84,44.489769,-29.645031,161.127914,0.0382860000000002,-0.3015069999999999,-0.335007,7.575946999999999,-6.858074499999999,1.2873845000000008,697,13.94,32
1041888,7.506553,-6.78868,1.136631,8.54,-6.37,0.84,43.901043,-27.172131,160.168365,-0.0885369999999996,0.220148,0.01675,7.5508215,-6.898753999999999,1.1282560000000008,698,13.96,32
1041908,7.322299,-6.99447,1.485996,11.55,-5.6,2.17,42.446415,-27.206669,158.770126,-0.1842540000000001,-0.2057899999999994,0.3493650000000001,7.414425999999999,-6.891575,1.311313500000001,699,13.98,32
1041928,7.688414,-6.929862,1.471638,11.2,-4.62,8.75,45.238789,-26.602629,160.400543,0.3661149999999997,0.0646079999999997,-0.014358,7.5053565,-6.962165999999999,1.478817000000001,700,14.0,32
1041948,8.16221,-7.22419,1.284992,18.200001,-1.89,19.32,42.507214,-27.473656,159.423325,0.4737960000000001,-0.2943280000000001,-0.1866460000000001,7.925311999999998,-7.077025999999999,1.3783150000000008,701,14.02,32
1041968,8.080851,-7.403657,1.0122,31.43,2.17,29.469999,43.497669,-27.099485,160.46431,-0.0813590000000008,-0.1794669999999998,-0.2727919999999999,8.121530499999999,-7.3139235,1.1485960000000008,702,14.04,32
