Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,acc_ma_x,acc_ma_y,acc_ma_z,acc_diff_x,acc_diff_y,acc_diff_z,
758155,8.497216,4.491488,-1.780324,0.910000,-4.340000,-0.420000,28.895962,88.085442,63.364578,0.02,8.497216,4.491488,-1.780324,8.497216,4.491488,-1.780324,
758175,8.523539,4.544132,-1.801860,-0.560000,-4.900000,-1.260000,24.917118,92.224297,64.545479,0.04,8.5103775,4.517810000000001,-1.791092,0.026322999999999652,0.05264399999999991,-0.021536,
758195,8.573790,4.503453,-1.794681,-2.100000,-5.390000,-2.240000,27.371088,87.835114,64.872467,0.06,8.548664500000001,4.523792500000001,-1.7982705,0.050251000000001156,-0.04067899999999991,0.0071790000000000465,
758215,8.549861,4.548918,-1.895183,-2.380000,-5.250000,-2.800000,26.130632,90.686935,64.124641,0.08,8.561825500000001,4.5261855,-1.844932,-0.023929000000000755,0.0454649999999992,-0.10050200000000009,
758230,8.537896,4.591990,-1.806646,-1.540000,-5.250000,-2.100000,28.021605,90.655769,66.209229,0.1,8.5438785,4.570454,-1.8509145,-0.011965000000000003,0.04307200000000044,0.08853700000000009,
758250,8.502003,4.575240,-1.844932,-1.120000,-5.180000,-1.400000,25.242929,89.774834,63.828712,0.12,8.5199495,4.583615,-1.8257889999999999,-0.03589299999999973,-0.016750000000000043,-0.03828600000000004,
758270,8.528324,4.515418,-1.813824,-0.630000,-5.250000,-0.700000,27.167650,86.271141,64.176033,0.14,8.5151635,4.545329000000001,-1.8293780000000002,0.026320999999999373,-0.0598219999999996,0.031107999999999913,
758290,8.528324,4.568061,-1.868861,0.770000,-5.110000,0.070000,27.889704,90.147217,66.119965,0.16,8.528324,4.5417395,-1.8413425,0.0,0.05264299999999977,-0.055037,
758305,8.518753,4.517810,-1.854504,1.470000,-4.830000,0.630000,26.518560,89.290901,63.734383,0.18,8.5235385,4.5429355000000005,-1.8616825000000001,-0.00957099999999933,-0.05025100000000027,0.014357000000000175,
758325,8.542682,4.515418,-1.892790,1.050000,-4.690000,0.350000,28.561592,91.092667,66.142876,0.2,8.5307175,4.516614000000001,-1.873647,0.02392899999999898,-0.0023919999999995056,-0.03828600000000004,
758345,8.494823,4.486702,-1.890397,0.910000,-4.410000,-0.140000,24.458868,89.365334,62.780071,0.22,8.5187525,4.501060000000001,-1.8915935,-0.047858999999998986,-0.028716000000000186,0.0023929999999998675,
758365,8.530717,4.496274,-1.883219,-0.070000,-4.620000,-1.120000,28.733702,89.729980,65.479607,0.24,8.51277,4.491488,-1.886808,0.03589399999999898,0.00957199999999947,0.007178000000000129,
758380,8.547467,4.419701,-1.775538,-1.470000,-4.970000,-2.870000,27.541986,89.672012,65.757683,0.26,8.539092,4.4579875,-1.8293785,0.016750000000000043,-0.07657299999999978,0.10768099999999992,
