Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,acc_ma_x,acc_ma_y,acc_ma_z,acc_diff_x,acc_diff_y,acc_diff_z,Unnamed: 17
857620,12.012399,12.730271,6.975327,-53.830002,-72.870003,62.02,29.828501,63.549503,146.204559,8.38,12.012399,12.730271,6.975327,12.012399,12.730271,6.975327,
857640,13.890832,14.345484,8.461323,-59.779999,-50.82,58.59,33.129078,60.903122,149.077789,8.4,12.9516155,13.5378775,7.718325,1.8784329999999991,1.615213000000001,1.485996,
857660,13.783151,15.661584,11.115058,-58.099998,-10.36,36.400002,32.890602,61.972057,146.605347,8.42,13.8369915,15.003534,9.7881905,-0.1076809999999994,1.3160999999999987,2.6537349999999993,
857680,11.658248,16.858038,14.288054,-41.650002,26.389999,3.57,33.188152,59.51664,145.0466,8.44,12.7206995,16.259811,12.701556,-2.124903,1.196454000000001,3.1729960000000013,
857700,8.580969,18.528288,14.931746,-39.549999,39.900002,-22.26,32.536423,59.895565,145.258331,8.46,10.1196085,17.693163,14.6099,-3.0772790000000008,1.6702499999999991,0.6436919999999997,
857720,7.908561,17.776915,13.945868,-71.330002,34.369999,-36.75,34.221886,60.940281,145.852783,8.48,8.244765,18.1526015,14.438807,-0.6724079999999999,-0.751373000000001,-0.9858779999999996,
857740,7.719522,15.508437,13.000669,-108.220001,26.110001,-42.420002,33.544861,59.713959,144.518448,8.5,7.8140415,16.642676,13.4732685,-0.1890389999999993,-2.268477999999998,-0.9451990000000006,
857760,7.020792,13.194495,11.4046,-123.970001,17.15,-44.240002,32.088051,57.799255,141.104706,8.52,7.370157000000001,14.351466,12.2026345,-0.6987300000000003,-2.313942000000001,-1.596069,
857780,5.690335,11.249061,10.784837,-116.550003,7.91,-40.950001,30.76193,59.592697,139.32872,8.54,6.355563500000001,12.221778,11.0947185,-1.330457,-1.9454340000000008,-0.6197630000000007,
857800,4.881533,9.909033,9.066729,-85.75,-1.19,-31.99,32.876419,58.410671,137.282608,8.56,5.285934,10.579047,9.925783,-0.808802,-1.3400279999999984,-1.718107999999999,
857820,3.675507,7.889418,7.731486,-43.610001,-5.04,-20.93,29.099613,58.753872,134.424835,8.58,4.27852,8.8992255,8.3991075,-1.206026,-2.019615000000001,-1.3352430000000002,
