Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,Id,acc_diff_x,acc_diff_y,acc_diff_z,acc_ma_x,acc_ma_y,acc_ma_z,gesture_id
247766,-0.184254,-6.3771,7.958812,3.5,-3.71,0.21,-53.376381,6.36986,-7.204797,247.766,13243,0.043072,-0.019143000000000576,0.009571000000000218,-0.2057899999999965,-6.367528500000006,7.954026499999998,46
247781,-0.172289,-6.345992,7.987527,3.43,-3.85,0.42,-56.04332,4.673094,-9.730685,247.781,13244,0.011965000000000003,0.03110800000000058,0.028715000000000046,-0.1782714999999965,-6.361546000000006,7.973169499999997,46
247801,-0.177075,-6.422565,8.011456,3.78,-3.36,0.77,-51.493191,3.416996,-5.778254,247.801,13245,-0.0047860000000000125,-0.07657299999999978,0.023929000000000755,-0.1746819999999965,-6.384278500000005,7.999491499999998,46
247821,-0.047858,-6.676214,8.202888,3.64,-2.31,1.33,-52.817127,7.090599,-5.538738,247.821,13246,0.12921700000000003,-0.25364900000000024,0.19143199999999894,-0.1124664999999965,-6.5493895000000055,8.107171999999998,46
247841,0.086145,-6.917897,8.822652,2.87,-2.38,4.83,-55.329041,5.62747,-8.444805,247.841,13247,0.13400299999999998,-0.2416830000000001,0.619764,0.019143500000003498,-6.797055500000005,8.512769999999996,46
247856,0.531226,-6.905933,9.097836,3.64,1.61,12.88,-54.194733,4.633004,-8.90906,247.856,13248,0.44508099999999995,0.011963999999999864,0.27518399999999943,0.3086855000000035,-6.911915000000006,8.960243999999996,46
247876,0.52644,-6.716893,9.286877,-3.71,11.2,22.33,-55.159893,5.864081,-8.403995,247.876,13249,-0.004785999999999957,0.18904000000000032,0.18904100000000135,0.5288330000000034,-6.811413000000005,9.192356499999997,46
247896,0.289542,-6.970541,9.384986,-17.290001,21.49,28.35,-54.810856,7.659702,-8.368401,247.896,13250,-0.236898,-0.2536480000000001,0.09810899999999911,0.40799100000000355,-6.843717000000005,9.335931499999997,46
247916,0.801624,-7.322299,9.188767,-36.82,30.870001,36.610001,-56.867157,6.414707,-8.855694,247.916,13251,0.5120819999999999,-0.35175800000000024,-0.19621899999999926,0.5455830000000035,-7.146420000000005,9.286876499999998,46
247931,1.112702,-8.329713,8.439787,-54.670002,38.220001,49.700001,-53.529762,3.216509,-7.202009,247.931,13252,0.3110780000000001,-1.0074139999999998,-0.7489799999999995,0.9571630000000035,-7.826006000000005,8.814276999999997,46
247951,0.32065,-8.875296,7.855917,-53.830002,45.849998,63.0,-55.124397,3.99185,-9.296859,247.951,13253,-0.7920520000000001,-0.5455830000000006,-0.583870000000001,0.7166760000000034,-8.602504500000006,8.147851999999997,46
247971,-0.942806,-8.688649,8.119137,-47.389999,51.170002,75.599998,-53.951977,3.285188,-7.467379,247.971,13254,-1.2634560000000001,0.18664700000000067,0.26322000000000045,-0.3110779999999966,-8.781972500000006,7.987526999999997,46
247991,-1.885612,-8.468502,8.159817,-34.16,53.689999,88.129997,-55.547497,3.019987,-8.064445,247.991,13255,-0.942806,0.22014699999999898,0.04068000000000005,-1.4142089999999965,-8.578575500000007,8.139476999999998,46
248006,-2.574769,-7.633377,8.150245,-28.280001,58.73,94.360001,-55.085426,4.839399,-4.66093,248.006,13256,-0.6891569999999998,0.8351250000000006,-0.009572000000000358,-2.2301904999999964,-8.050939500000007,8.155030999999997,46
248026,-3.314178,-6.692964,8.329713,-33.529999,66.709999,95.340004,-57.348557,3.349862,-6.311674,248.026,13257,-0.7394090000000002,0.9404130000000004,0.17946799999999996,-2.9444734999999964,-7.163170500000007,8.239978999999998,46
248046,-3.498432,-6.288562,8.372786,-40.950001,74.269997,95.900002,-59.006191,2.031231,-7.235248,248.046,13258,-0.18425400000000014,0.40440200000000015,0.043072999999999695,-3.4063049999999966,-6.4907630000000065,8.351249499999998,46
248066,-3.589362,-6.56614,8.035385,-42.139999,78.330002,97.160004,-60.601711,1.766029,-7.832314,248.066,13259,-0.09092999999999973,-0.2775780000000001,-0.33740099999999984,-3.5438969999999967,-6.427351000000006,8.204085499999998,46
248080,-2.687236,-8.935119,5.589833,-52.009998,67.129997,101.360001,-62.224628,2.054625,-6.929166,248.08,13260,0.902126,-2.3689790000000004,-2.445552,-3.1382989999999964,-7.750629500000006,6.812608999999997,46
248100,-2.572376,-12.883417,4.931784,-29.4,55.580002,126.910004,-60.846245,1.032759,-6.278429,248.1,13261,0.11485999999999974,-3.9482979999999994,-0.6580489999999992,-2.6298059999999968,-10.909268000000004,5.260808499999998,46
