Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,Id
5593,0.844697,-8.152637,5.731015,2.03,-3.43,-1.61,-68.226089,-15.547313,-95.943146,5.593,297
5613,0.897341,-8.114351,5.738194,1.61,-3.15,-1.75,-68.820839,-14.395822,-96.716339,5.613,298
5633,0.899733,-8.107173,5.675978,0.91,-2.87,-1.54,-68.804184,-16.272017,-98.170525,5.633,299
5649,0.859054,-8.152637,5.558725,0.84,-2.94,-1.12,-69.227608,-13.003752,-96.887405,5.649,300
5669,0.794446,-8.19571,5.501296,2.73,-3.29,-1.19,-67.582458,-14.607808,-96.762215,5.669,301
5689,0.808803,-8.34407,5.589833,6.86,-3.85,-1.12,-65.276627,-17.349476,-93.899208,5.689,302
5709,0.868626,-8.238783,5.798016,8.26,-3.92,-1.33,-66.678131,-16.052694,-94.080498,5.709,303
5724,0.859054,-8.322535,5.884161,7.42,-4.2,-1.68,-67.683037,-12.189708,-95.491776,5.724,304
5744,0.844697,-8.138281,5.865018,5.39,-4.13,-1.61,-68.718956,-15.493503,-98.313461,5.744,305
5764,0.86384,-7.992313,5.843482,3.15,-3.71,-1.96,-67.647537,-14.061939,-96.384644,5.764,306
5784,0.892555,-8.054528,5.752551,1.4,-3.29,-1.75,-68.698792,-14.169124,-98.078827,5.784,307
5799,0.904519,-8.133494,5.769301,0.28,-3.15,-1.19,-67.363144,-11.440578,-94.800377,5.799,308
5819,0.897341,-8.202888,5.745372,-0.07,-3.36,-0.63,-68.618729,-14.152271,-95.693222,5.819,309
5839,0.835125,-8.279462,5.714264,0.98,-3.29,-0.49,-67.832024,-11.101939,-95.297958,5.839,310
5859,0.868626,-8.181353,5.714264,2.45,-3.57,-0.77,-69.320511,-12.183958,-96.180717,5.859,311
5875,0.894948,-8.073672,5.704693,3.15,-3.64,-0.98,-66.35054,-16.421076,-97.792824,5.875,312
5895,0.887769,-8.123923,5.735801,3.01,-3.64,-0.7,-68.107002,-13.721317,-96.601555,5.895,313
5915,0.878197,-8.116744,5.778873,2.73,-3.36,-0.49,-66.623657,-12.920162,-97.03022,5.915,314
5935,0.832732,-8.068886,5.793231,1.82,-3.36,-0.42,-67.121681,-13.628013,-96.871986,5.935,315
5950,0.842304,-8.150245,5.807588,0.98,-3.36,-0.7,-68.195625,-13.180407,-96.925636,5.95,316
5970,0.859054,-8.114351,5.802802,1.05,-3.43,-1.05,-66.891739,-13.658387,-96.177986,5.97,317
5990,0.86384,-8.131102,5.747765,1.68,-3.64,-1.33,-67.126389,-13.629004,-97.012314,5.99,318
6010,0.873411,-8.135887,5.740586,2.38,-3.71,-1.4,-67.357658,-14.919046,-97.379631,6.01,319
6025,0.887769,-8.135887,5.826731,3.57,-3.57,-1.19,-68.500954,-13.64669,-96.024948,6.025,320
6045,0.909305,-8.238783,5.793231,4.27,-3.5,-1.12,-68.465881,-15.798794,-98.088905,6.045,321
