Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Id,Time
56806,-6.748001,-1.435745,6.484781,40.740002,-10.78,0.28,-102.267784,-88.320038,-87.306999,3026,56.806
56826,-6.111487,-0.373294,6.980113,44.310001,-14.7,1.26,-103.320358,-89.747643,-88.6745,3027,56.826
56841,-5.793231,-1.251491,7.544839,7.84,-9.87,11.69,-103.060837,-88.451645,-87.465202,3028,56.841
56861,-6.190453,-2.687236,7.597483,-13.09,-4.13,15.96,-101.601921,-88.695992,-87.097733,3029,56.861
56881,-6.391458,-2.242155,7.566375,-2.38,-0.49,16.940001,-102.578682,-89.347061,-88.888824,3030,56.881
56901,-6.384279,-2.373765,7.82481,19.809999,0.84,16.309999,-102.444603,-86.958344,-86.784058,3031,56.901
56917,-6.305313,-1.483603,7.666878,41.09,-0.42,13.86,-104.010544,-85.897186,-86.865829,3032,56.917
56937,-6.211989,1.505139,7.812845,35.0,-1.68,5.25,-104.479965,-90.358421,-89.75631,3033,56.937
56957,-6.207203,2.153617,8.446965,-13.09,1.54,-4.69,-100.940666,-84.552933,-85.806992,3034,56.957
56977,-6.424958,-1.926291,8.368,-20.719999,3.29,-10.92,-102.313133,-86.72966,-87.865891,3035,56.977
56992,-6.855682,-2.00765,7.482624,17.57,1.54,-14.0,-103.022263,-87.403168,-87.84034,3036,56.992
57012,-6.848503,-0.933234,7.353406,39.689999,0.21,-13.37,-102.210381,-87.267601,-87.120819,3037,57.012
57032,-6.817395,0.047858,7.114116,21.91,-0.63,-9.03,-102.134132,-86.211197,-86.373322,3038,57.032
57052,-6.733644,-1.141417,7.178724,-5.18,-1.12,-3.01,-102.913483,-86.619705,-87.281631,3039,57.052
57067,-6.86286,-2.019614,7.097365,-9.8,-2.45,2.52,-104.74958,-83.656937,-87.304878,3040,57.067
57087,-6.67382,-1.883219,7.422801,2.24,-3.99,5.39,-100.700089,-87.780907,-86.380814,3041,57.087
57107,-6.456066,-2.443159,7.623805,17.290001,-4.62,5.39,-103.16655,-86.314415,-87.506187,3042,57.107
57127,-6.312491,-0.270399,7.164367,43.610001,-3.64,1.4,-103.560936,-86.519653,-88.100677,3043,57.127
57142,-5.874589,0.911698,7.937276,36.119999,-2.8,-2.38,-104.644722,-86.353912,-89.606079,3044,57.142
57162,-5.802802,0.787267,8.229211,10.22,2.73,-5.81,-102.393661,-87.507179,-87.582626,3045,57.162
57182,-6.147381,-0.076573,7.738665,-12.46,7.35,-9.8,-102.968246,-85.031311,-88.121185,3046,57.182
57202,-6.192846,-0.591048,7.3893,-23.940001,8.54,-12.67,-102.747292,-84.783798,-86.536743,3047,57.202
57217,-6.499138,-0.380472,6.870039,-32.41,7.98,-14.49,-101.988533,-85.979538,-87.034164,3048,57.217
57237,-6.604426,-1.170132,7.293584,-47.040001,6.16,-13.51,-101.402763,-86.853142,-85.370529,3049,57.237
57257,-6.769537,-2.23019,7.312727,-46.060001,4.41,-11.9,-102.880943,-86.892639,-87.470421,3050,57.257
57277,-6.872432,-2.49341,7.609448,-31.92,2.52,-8.47,-104.213982,-87.461151,-87.562271,3051,57.277
57292,-7.032757,-2.589127,7.604662,-16.73,0.42,-3.5,-104.268753,-85.872757,-88.401825,3052,57.292
57312,-7.284012,-2.790131,7.779344,-5.6,-1.33,1.75,-104.467049,-87.155861,-87.786827,3053,57.312
57332,-7.011221,-1.983721,7.764987,-5.46,-1.89,7.14,-101.634033,-88.143181,-85.737846,3054,57.332
57352,-6.841324,-1.899969,7.630984,-10.29,-1.19,11.13,-102.717392,-87.697556,-86.072151,3055,57.352
57367,-6.712107,-1.371136,7.312727,-12.32,-0.77,13.79,-104.487206,-88.480247,-88.021461,3056,57.367
57387,-6.793466,-1.306528,7.090187,-14.42,-1.12,14.7,-104.435829,-88.749214,-87.648926,3057,57.387
57407,-6.743215,-0.966735,6.604426,-11.41,-2.87,13.58,-105.283211,-87.01255,-87.475586,3058,57.407
57427,-6.554175,-1.174918,6.795859,-3.57,-4.69,11.41,-103.056122,-88.450653,-87.324867,3059,57.427
57442,-6.219168,-0.832732,7.075829,7.98,-3.99,8.82,-104.731735,-89.213516,-86.467575,3060,57.442
57462,-6.415387,-0.760945,7.159581,17.219999,-0.84,5.46,-104.53344,-87.930405,-87.082573,3061,57.462
