Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,Id
7496,1.117488,-3.799938,-7.159581,-38.990002,-172.690002,86.590004,-49.112614,-10.744707,-24.706345,7.496,398
7516,3.015064,-3.165817,-5.314649,-75.669998,-191.589996,83.93,-52.512901,-5.12048,-23.966951,7.516,399
7531,1.720501,-10.583833,-12.749414,-144.059998,-143.360001,46.27,-53.480698,-6.530235,-22.808512,7.531,400
7551,0.717872,-12.132044,-14.005692,-184.800003,5.6,-35.490002,-56.104385,-7.658333,-21.729237,7.551,401
7571,1.16056,-7.406051,-8.935119,-125.160004,78.470001,-63.349998,-55.074039,-4.915276,-21.390072,7.571,402
7591,-2.019614,-5.955948,-9.014085,-53.900002,33.670002,-25.83,-56.207462,-2.880266,-22.423601,7.591,403
7607,1.112702,-5.415151,-8.748472,3.01,-27.370001,8.96,-55.874302,-2.687908,-23.653404,7.607,404
7627,0.550369,-5.647263,-8.035385,33.950001,-19.809999,19.67,-54.949348,-2.047745,-23.405935,7.627,405
7647,0.533619,-5.814767,-7.760201,40.950001,-18.41,17.15,-56.100857,-3.976959,-23.880392,7.647,406
7667,0.330221,-5.494117,-7.473052,32.549999,-13.3,17.780001,-52.562984,-4.011892,-20.826195,7.667,407
7682,0.191433,-6.137809,-6.996863,23.66,-10.5,20.440001,-55.726524,-0.576092,-22.298738,7.682,408
7702,-0.172289,-6.563747,-7.238547,16.73,-10.22,17.15,-55.754028,-4.542295,-22.020327,7.702,409
7722,-0.014357,-6.190453,-7.339049,1.33,-10.36,6.44,-57.070297,-2.467,-22.344561,7.722,410
7742,0.117252,-6.02295,-7.181117,-13.93,-4.76,-1.68,-56.078629,-5.292417,-22.852053,7.742,411
7757,-0.064609,-6.049272,-7.654913,-25.41,-1.12,-4.9,-54.662888,-2.066223,-21.027971,7.757,412
7777,0.124431,-6.082772,-7.846345,-24.08,-2.17,-7.21,-55.25304,-5.433742,-22.882639,7.777,413
7797,0.289542,-6.018164,-7.827202,-10.78,-3.15,-4.34,-57.005653,-3.29274,-23.893229,7.797,414
7817,0.258434,-6.008592,-7.760201,4.2,-5.46,1.82,-55.962063,-1.587251,-21.635292,7.817,415
7833,0.119645,-5.989449,-7.640555,12.67,-7.56,7.35,-56.603058,0.114074,-21.469595,7.833,416
7853,0.059823,-6.068415,-7.590304,12.32,-8.61,6.79,-55.586201,-5.626101,-21.652832,7.853,417
7873,-0.031108,-6.008592,-7.362978,5.53,-5.81,4.55,-57.573036,-3.175843,-22.32666,7.873,418
7893,-0.117252,-6.034914,-7.52091,-0.98,-4.48,1.61,-56.512791,-3.34655,-21.522907,7.893,419
7908,0.0,-5.943984,-7.542446,-5.39,-2.87,-0.56,-56.564167,-3.077582,-21.895443,7.908,420
7928,0.035894,-6.0397,-7.65252,-7.7,-2.59,-1.47,-56.385597,-2.838987,-21.573973,7.928,421
7948,0.043072,-6.001413,-7.707557,-5.67,-2.66,-1.96,-57.753242,-0.494723,-22.270739,7.948,422
7968,0.009572,-5.972699,-7.781737,-0.28,-3.15,-1.4,-56.248985,-2.329443,-21.344378,7.968,423
7984,0.047858,-5.946377,-7.678842,4.06,-3.71,0.21,-57.802982,-3.145468,-23.020666,7.984,424
8004,-0.01675,-5.886554,-7.590304,5.39,-3.78,0.35,-56.635593,0.387008,-21.280809,8.004,425
8024,0.043072,-5.951162,-7.621412,5.32,-3.43,0.0,-56.351311,-1.511633,-20.91835,8.024,426
8044,-0.009572,-5.927233,-7.556804,5.88,-3.85,0.49,-56.402687,-1.242664,-21.290882,8.044,427
8059,0.009572,-5.977484,-7.583126,6.37,-4.76,2.52,-57.33585,-5.084396,-23.367502,8.059,428
8079,0.038287,-5.951162,-7.46348,3.08,-5.39,3.71,-57.896317,-2.605548,-23.485075,8.079,429
8099,-0.038287,-6.05645,-7.544839,-3.01,-4.76,2.94,-57.459972,-2.671254,-22.798716,8.099,430
8119,-0.069394,-6.085166,-7.56159,-6.93,-3.64,0.14,-57.800453,-5.024639,-24.895842,8.119,431
8134,-0.033501,-6.015771,-7.597483,-7.98,-1.82,-2.31,-57.936523,-0.734308,-22.73254,8.134,432
8154,0.011965,-5.991842,-7.63577,-5.88,-1.12,-3.36,-56.028461,-2.3618,-20.93103,8.154,433
8174,0.05743,-5.946377,-7.683628,-1.47,-2.03,-2.66,-57.400036,-3.497986,-24.487713,8.174,434
8194,0.014357,-5.96552,-7.61902,2.38,-3.08,-1.68,-53.960667,-3.754662,-19.369375,8.194,435
8209,0.0,-5.943984,-7.592697,3.43,-3.64,-1.47,-57.357647,-3.489064,-23.224741,8.209,436
8229,-0.007179,-5.910483,-7.554411,1.19,-3.71,-1.19,-56.81855,-4.092707,-21.793314,8.229,437
