Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,acc_diff_x,acc_diff_y,acc_diff_z,acc_ma_x,acc_ma_y,acc_ma_z,Id,Time,gesture_id
1192286,3.579791,8.549861,-3.486467,26.25,12.81,-57.400002,43.591396,42.879417,184.644196,,,,,,,0,0.0,22
1192306,3.024636,8.296212,-3.146674,18.76,18.690001,-47.950001,44.364719,41.966518,185.738876,-0.5551550000000001,-0.2536489999999993,0.3397930000000002,3.3022135,8.4230365,-3.3165705,1,0.02,22
1192326,3.15146,7.154795,-2.823632,5.6,24.43,-37.240002,43.520721,42.383751,186.379227,0.126824,-1.1414170000000006,0.323042,3.088048,7.7255035,-2.985153,2,0.04,22
1192346,3.433823,5.809981,-2.713558,0.7,26.040001,-29.82,43.326706,40.82177,185.963455,0.2823629999999997,-1.3448140000000004,0.110074,3.2926415,6.482388,-2.768595,3,0.06,22
1192366,4.144517,6.025342,-2.991135,11.83,25.27,-25.620001,42.330788,44.406864,183.661743,0.7106939999999997,0.2153610000000005,-0.2775769999999999,3.789169999999999,5.9176614999999995,-2.8523465,4,0.08,22
1192386,4.6901,7.092579,-3.175389,27.58,24.360001,-24.780001,41.750591,45.841206,184.480637,0.5455830000000006,1.0672369999999995,-0.1842540000000001,4.417308499999999,6.5589604999999995,-3.083262,5,0.1,22
1192406,5.084929,7.590304,-3.11078,37.240002,25.34,-25.48,42.785969,44.345123,184.909424,0.3948289999999996,0.497725,0.0646089999999999,4.8875145,7.3414415,-3.1430845,6,0.12,22
1192426,5.209361,7.494588,-2.981564,41.439999,26.25,-28.07,42.084068,41.79343,183.200119,0.1244320000000005,-0.0957159999999994,0.129216,5.147145,7.542446,-3.0461720000000003,7,0.14,22
1192446,5.30747,7.382122,-3.122745,45.709999,25.34,-31.01,42.509785,44.925331,185.154312,0.098109,-0.1124660000000004,-0.141181,5.2584155,7.438355,-3.0521545000000003,8,0.16,22
1192466,5.281148,7.745843,-3.443395,52.57,24.01,-30.73,45.895168,42.777584,186.713516,-0.0263220000000004,0.3637209999999999,-0.3206500000000001,5.294309,7.5639825,-3.2830700000000004,9,0.18,22
1192486,5.250041,8.128709,-3.239998,54.389999,21.0,-30.030001,42.821465,42.472893,184.016556,-0.0311069999999995,0.3828660000000008,0.2033970000000002,5.265594500000001,7.937276000000001,-3.3416965000000003,10,0.2,22
1192506,5.116037,9.140909,-3.474503,48.439999,18.969999,-28.07,43.399563,43.197594,186.243942,-0.134004,1.0122,-0.2345049999999999,5.183039000000001,8.634809,-3.3572505,11,0.22,22
1192526,4.804959,10.591011,-4.144517,44.52,19.6,-21.35,44.139915,42.277756,186.356293,-0.3110780000000002,1.4501019999999991,-0.6700139999999997,4.960498,9.86596,-3.809509999999999,12,0.24,22
1192546,4.510632,10.80398,-4.6901,40.040001,23.309999,-15.82,44.258118,43.06321,187.195663,-0.294327,0.2129689999999993,-0.5455830000000006,4.657795500000001,10.6974955,-4.417308499999999,13,0.26,22
1192566,4.357486,10.107644,-4.85521,35.84,28.0,-13.72,44.453777,41.705482,187.234039,-0.1531460000000004,-0.6963359999999987,-0.1651099999999994,4.4340589999999995,10.455812,-4.772655,14,0.28,22
1192586,4.235447,8.951869,-4.876747,30.66,32.619999,-13.72,44.518421,40.879742,185.685379,-0.122039,-1.1557750000000002,-0.0215370000000003,4.296466499999999,9.5297565,-4.8659785,15,0.3,22
1192606,4.194768,7.719522,-4.754708,33.599998,34.439999,-14.28,45.316612,41.292213,187.155014,-0.0406789999999999,-1.232347,0.122039,4.2151075,8.3356955,-4.8157274999999995,16,0.32,22
1192626,3.412287,6.831753,-4.027264,42.349998,34.650002,-16.66,45.900196,38.538448,186.803131,-0.7824809999999998,-0.8877690000000005,0.7274440000000002,3.8035275,7.2756375,-4.390986,17,0.34,22
1192646,2.727915,6.094737,-3.732937,49.84,33.389999,-21.91,44.290657,42.790276,187.006882,-0.6843720000000002,-0.7370159999999997,0.2943269999999995,3.070101,6.463245000000001,-3.8801005,18,0.36,22
1192666,2.627413,6.082772,-3.658756,58.450001,28.210001,-27.23,46.951023,38.365757,187.326218,-0.1005019999999996,-0.011965,0.0741810000000002,2.677664,6.0887545,-3.6958465,19,0.38,22
1192686,3.476896,6.669035,-3.76883,72.029999,22.610001,-32.060001,46.240246,40.611961,187.729156,0.8494829999999998,0.5862629999999998,-0.110074,3.0521545000000003,6.3759035,-3.713793,20,0.4,22
1192706,3.330928,7.642949,-3.304606,84.699997,17.15,-36.119999,46.94717,38.924511,189.528091,-0.1459679999999998,0.9739139999999996,0.4642239999999997,3.403912,7.1559919999999995,-3.536718,21,0.42,22
1192726,2.703986,8.023421,-2.790131,86.449997,10.43,-39.27,46.113914,40.664146,190.122421,-0.6269420000000001,0.380472000000001,0.514475,3.0174570000000003,7.833185,-3.0473685,22,0.44,22
1192746,2.457517,7.231368,-2.541268,67.970001,3.92,-43.049999,45.261276,37.599934,187.762527,-0.2464689999999998,-0.792053000000001,0.248863,2.5807515,7.6273945,-2.6656995,23,0.46,22
1192766,3.0031,5.888947,-2.524518,44.099998,-0.14,-47.529999,46.856339,37.104465,191.028473,0.5455829999999997,-1.342421,0.01675,2.7303085,6.5601575,-2.532893,24,0.48,22
1192786,3.572612,5.257219,-2.352229,31.5,-2.87,-49.349998,44.643837,39.306217,188.629883,0.569512,-0.6317279999999998,0.1722890000000001,3.2878559999999997,5.5730830000000005,-2.4383735,25,0.5,22
1192806,3.764045,6.267026,-2.653735,31.85,-6.65,-49.91,43.825459,37.088566,190.765594,0.1914329999999999,1.0098070000000003,-0.3015060000000003,3.6683285,5.7621225,-2.5029820000000003,26,0.52,22
1192826,4.457988,7.829595,-3.170603,27.23,-10.08,-52.709999,41.983791,39.490601,188.259827,0.6939430000000004,1.562569,-0.5168679999999997,4.1110165,7.0483105,-2.912169,27,0.54,22
