Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Id,Time
40738,-0.60062,1.110309,10.074143,1.89,-2.31,0.63,-80.524139,-73.375183,-78.775444,2170,40.738
40758,-0.586262,1.139024,10.057393,1.96,-2.31,0.63,-79.662514,-70.58886,-77.306,2171,40.758
40773,-0.6748,1.177311,10.07175,1.47,-2.38,0.56,-79.24501,-70.658531,-77.180954,2172,40.773
40793,-0.636514,1.115095,10.059786,1.19,-2.31,0.63,-79.731087,-73.243568,-78.617241,2173,40.793
40813,-0.626942,1.124667,10.054999,1.33,-2.31,0.77,-82.022827,-70.979721,-77.219284,2174,40.813
40833,-0.619763,1.198847,10.045428,1.61,-2.38,0.77,-80.952278,-70.107903,-77.63266,2175,40.833
40848,-0.634121,1.213204,10.066964,1.12,-2.24,0.91,-80.051765,-70.513237,-76.58905,2176,40.848
40868,-0.610192,1.141417,10.026285,0.56,-2.38,0.84,-79.072899,-72.02121,-77.844223,2177,40.868
40888,-0.614977,1.103131,10.069357,0.7,-2.45,0.84,-82.178711,-71.773102,-79.181297,2178,40.888
40908,-0.626942,1.162953,10.069357,0.91,-2.31,1.05,-81.354332,-68.714844,-77.663391,2179,40.908
40923,-0.593441,1.301742,10.057393,0.07,-2.17,1.47,-79.969597,-72.655434,-77.249718,2180,40.923
40943,-0.6748,1.150989,10.016713,-1.47,-2.24,1.68,-80.551971,-73.101257,-78.446327,2181,40.943
40963,-0.624549,0.976306,10.059786,-1.26,-2.38,1.4,-80.384026,-69.665054,-76.857033,2182,40.963
40983,-0.614977,1.040915,10.090894,0.35,-2.24,1.4,-78.416039,-72.119278,-76.744522,2183,40.983
40998,-0.626942,1.186882,10.052607,0.7,-2.1,1.75,-79.504105,-71.674644,-77.219154,2184,40.998
41018,-0.598227,1.225169,10.086107,-0.49,-2.17,1.89,-79.957535,-70.012619,-77.622421,2185,41.018
41038,-0.607799,1.115095,10.062179,-1.68,-2.24,2.03,-80.128433,-71.84951,-78.507645,2186,41.038
41058,-0.622156,1.098345,10.114822,-1.96,-2.31,2.17,-79.297714,-71.709976,-77.226799,2187,41.058
41073,-0.559941,1.134238,10.110037,-1.82,-2.38,2.24,-80.255196,-72.077202,-77.285492,2188,41.073
41093,-0.562333,1.189275,10.086107,-0.21,-2.8,2.31,-81.106087,-73.54113,-78.800964,2189,41.093
41113,-0.641299,1.282599,10.083714,-0.7,-2.8,2.1,-78.932899,-72.8311,-77.147614,2190,41.113
41133,-0.54319,1.105524,10.093287,-0.7,-2.87,2.03,-79.135017,-73.074646,-78.170731,2191,41.133
41148,-0.605406,1.182097,10.239254,-0.91,-2.87,2.24,-81.043968,-72.487701,-78.474457,2192,41.148
41168,-0.593441,1.045701,10.212932,-0.07,-2.73,2.66,-80.220016,-69.709305,-78.127647,2193,41.168
41188,-0.610192,1.093559,10.119608,-0.14,-2.66,2.94,-80.443611,-72.597656,-79.058708,2194,41.188
41208,-0.631728,1.170132,10.282326,-0.49,-2.17,2.73,-79.477921,-69.028862,-77.170883,2195,41.208
41224,-0.497725,1.509925,10.368471,-2.1,-1.26,2.52,-81.19767,-71.400917,-78.420959,2196,41.224
41244,-0.519261,1.512318,10.588618,-5.81,0.42,2.24,-79.630867,-71.902336,-75.997002,2197,41.244
41264,0.433116,2.285227,12.086578,-4.06,3.5,-0.84,-79.173592,-74.123123,-77.795586,2198,41.264
41284,1.61282,5.89134,13.728114,55.510002,13.09,-24.92,-80.694496,-70.412201,-77.267769,2199,41.284
41299,0.751373,5.865018,11.742,70.279999,12.95,-31.15,-78.369789,-72.669113,-77.683411,2200,41.299
41319,1.093559,5.575476,11.179667,44.310001,6.51,-28.77,-81.646385,-69.7379,-78.683899,2201,41.319
41339,0.457045,5.082537,11.332812,4.9,-1.68,-31.290001,-82.251884,-69.908798,-79.411072,2202,41.339
41359,0.598227,6.597248,11.639105,-87.849998,-4.83,-35.490002,-80.787842,-69.872284,-77.73217,2203,41.359
41374,2.438373,-0.878197,14.103801,-202.649994,7.14,-34.650002,-80.559532,-66.982948,-76.660782,2204,41.374
41394,1.749216,0.909305,15.15668,-194.110001,41.650002,-49.209999,-77.852928,-71.957291,-77.280327,2205,41.394
